# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "3" "-t" "gene" "-g" "ID" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_0306300	Pf3D7_03_v3	295107	296094	-	988	1037	1089	570	684
PF3D7_0217200	Pf3D7_02_v3	709799	715252	-	5454	31	37	17	17
PF3D7_0800500	Pf3D7_08_v3	56352	57703	-	1352	1	2	4	6
PF3D7_0812700	Pf3D7_08_v3	633990	634697	+	708	236	285	213	198
PF3D7_1451300	Pf3D7_14_v3	2104947	2107047	+	2101	269	311	468	496
PF3D7_0810500	Pf3D7_08_v3	534469	536619	-	2151	128	67	224	245
PF3D7_1227700	Pf3D7_12_v3	1128939	1131686	-	2748	155	152	312	352
PF3D7_0702400	Pf3D7_07_v3	101694	102285	+	592	103	70	638	694
PF3D7_0624700	Pf3D7_06_v3	1009457	1010718	-	1262	118	147	82	89
PF3D7_1444400	Pf3D7_14_v3	1831009	1832803	+	1795	29	27	10	13
PF3D7_0826400	Pf3D7_08_v3	1148010	1149830	-	1821	119	252	158	167
malmito_rna_RNA6	Pf_M76611	4808	4865	+	58	1	3	0	0
PF3D7_0502900	Pf3D7_05_v3	123332	123904	-	573	191	271	168	160
PF3D7_1232400	Pf3D7_12_v3	1337710	1338816	-	1107	69	112	84	79
PF3D7_0905000	Pf3D7_09_v3	234501	235346	-	846	46	30	27	28
PF3D7_0628400	Pf3D7_06_v3	1176265	1178587	+	2323	2	3	5	2
malmito_SSUB	Pf_M76611	390	505	-	116	12	14	11	6
PF3D7_1413300	Pf3D7_14_v3	532818	533289	-	472	2	2	0	0
PF3D7_0711000	Pf3D7_07_v3	487281	490970	-	3690	202	199	281	304
PF3D7_1359200	Pf3D7_13_v3	2350437	2352820	-	2384	264	224	261	272
PF3D7_1303900	Pf3D7_13_v3	215291	216331	+	1041	6	18	12	7
PF3D7_0506100	Pf3D7_05_v3	257748	258831	-	1084	239	213	131	140
PF3D7_1248700	Pf3D7_12_v3	1994775	2000744	+	5970	1076	982	1265	1411
PF3D7_0613600	Pf3D7_06_v3	554457	558228	+	3772	111	107	176	232
PF3D7_1218600	Pf3D7_12_v3	732174	734959	-	2786	206	206	252	279
PF3D7_0929500	Pf3D7_09_v3	1180983	1181996	-	1014	7	23	7	4
PF3D7_1132200	Pf3D7_11_v3	1248310	1250232	-	1923	1441	1266	1226	1339
PF3D7_0309900	Pf3D7_03_v3	414234	419673	-	5440	65	61	53	84
PF3D7_0313700	Pf3D7_03_v3	555035	558684	-	3650	188	238	234	243
PF3D7_0720400	Pf3D7_07_v3	882936	884988	+	2053	412	333	494	510
PF3D7_1420100	Pf3D7_14_v3	832335	836684	-	4350	10	7	5	11
PF3D7_1020300	Pf3D7_10_v3	819830	822139	+	2310	16	14	16	19
PF3D7_0423700	Pf3D7_04_v3	1071435	1071845	-	411	50	25	157	156
PF3D7_1411600	Pf3D7_14_v3	472850	474826	+	1977	14	8	24	30
PF3D7_0501500	Pf3D7_05_v3	81134	82336	-	1203	251	321	148	136
PF3D7_1311800	Pf3D7_13_v3	501790	505047	+	3258	1798	1149	693	848
PF3D7_0720500	Pf3D7_07_v3	886346	887487	+	1142	103	125	62	71
PF3D7_1458300	Pf3D7_14_v3	2391783	2396831	-	5049	143	148	110	90
PF3D7_0113000	Pf3D7_01_v3	487892	490127	-	2236	1640	1274	4084	5195
PF3D7_0604100	Pf3D7_06_v3	171301	177240	-	5940	168	143	169	209
PF3D7_1434400	Pf3D7_14_v3	1375624	1376830	-	1207	32	34	21	16
PF3D7_0924500	Pf3D7_09_v3	993245	997675	-	4431	143	197	73	69
PF3D7_1132900	Pf3D7_11_v3	1273407	1274009	+	603	75	65	63	78
PF3D7_1109300	Pf3D7_11_v3	390441	390508	-	68	0	0	0	0
PF3D7_0424100	Pf3D7_04_v3	1082363	1084150	-	1788	8	6	22	30
PF3D7_1214800	Pf3D7_12_v3	616782	617387	+	606	12	16	12	14
PF3D7_0305400	Pf3D7_03_v3	260332	261085	+	754	30	77	64	52
PF3D7_1478400	Pf3D7_14_v3	3223288	3224632	-	1345	1	0	0	0
PF3D7_1408600	Pf3D7_14_v3	323317	324172	+	856	2931	2685	1469	1564
PF3D7_1310400	Pf3D7_13_v3	458961	462368	+	3408	161	137	214	246
PF3D7_0528900	Pf3D7_05_v3	1183916	1185639	-	1724	6	12	5	2
PF3D7_1352400	Pf3D7_13_v3	2087393	2092177	+	4785	142	86	104	109
PF3D7_0213900	Pf3D7_02_v3	561122	564622	-	3501	56	50	76	93
PF3D7_0712400	Pf3D7_07_v3	552158	559078	-	6921	7	7	4	11
PF3D7_0110300	Pf3D7_01_v3	393216	393490	-	275	4	4	3	8
PF3D7_0813300	Pf3D7_08_v3	656078	657630	+	1553	1062	566	689	897
PF3D7_0729900	Pf3D7_07_v3	1265910	1281347	+	15438	22	33	77	123
PF3D7_0425250	Pf3D7_04_v3	1138009	1138559	-	551	0	0	0	0
PF3D7_1230900	Pf3D7_12_v3	1267368	1270181	+	2814	143	137	157	194
PF3D7_1459400	Pf3D7_14_v3	2433361	2434383	-	1023	197	198	309	348
PF3D7_0707500	Pf3D7_07_v3	348277	353082	+	4806	12	11	8	12
PF3D7_1403500	Pf3D7_14_v3	130022	132100	-	2079	115	181	76	85
PF3D7_1249500	Pf3D7_12_v3	2017364	2018469	-	1106	156	165	119	144
PF3D7_0213200	Pf3D7_02_v3	540409	540969	-	561	81	91	86	70
PF3D7_1019800	Pf3D7_10_v3	804328	807582	-	3255	186	239	221	276
PF3D7_0514700	Pf3D7_05_v3	610089	614771	+	4683	3	1	1	3
PF3D7_1035900	Pf3D7_10_v3	1423983	1425683	+	1701	49	34	39	65
PF3D7_1341700	Pf3D7_13_v3	1645066	1645666	+	601	0	1	0	1
PF3D7_1021500	Pf3D7_10_v3	867635	869677	-	2043	69	46	49	49
PF3D7_0622400	Pf3D7_06_v3	911503	911889	+	387	121	118	48	79
PF3D7_0701200	Pf3D7_07_v3	59277	60366	-	1090	0	0	0	0
PF3D7_1028800	Pf3D7_10_v3	1183487	1183995	-	509	201	275	165	168
PF3D7_0114600	Pf3D7_01_v3	560474	561534	-	1061	1	0	25	21
PF3D7_1361900	Pf3D7_13_v3	2482472	2483296	-	825	2299	2169	1736	1694
PF3D7_1300600	Pf3D7_13_v3	54067	55259	-	1193	0	0	0	1
PF3D7_1136500	Pf3D7_11_v3	1431881	1435170	-	3290	1900	1672	1226	1333
PF3D7_1141400	Pf3D7_11_v3	1663621	1665250	+	1630	318	296	233	307
PF3D7_0322200	Pf3D7_03_v3	933188	937006	-	3819	8	19	7	12
PF3D7_1357000	Pf3D7_13_v3	2265817	2267148	-	1332	3298	2781	1577	1418
PF3D7_0719800	Pf3D7_07_v3	863452	864813	-	1362	99	118	118	103
PF3D7_1408500	Pf3D7_14_v3	320274	320861	+	588	73	60	60	85
PF3D7_API04800	Pf3D7_API_v3	23966	24038	-	73	0	0	0	0
PF3D7_0417700	Pf3D7_04_v3	784194	786430	+	2237	32	33	5	7
PF3D7_0507800	Pf3D7_05_v3	322239	326822	+	4584	635	509	682	899
PF3D7_1426500	Pf3D7_14_v3	1027966	1029948	-	1983	23	111	19	22
PF3D7_1341300	Pf3D7_13_v3	1636556	1637833	+	1278	2398	2898	1180	1271
PF3D7_0500600	Pf3D7_05_v3	39443	40488	-	1046	12	14	21	20
PF3D7_0706700	Pf3D7_07_v3	322907	325528	+	2622	20	33	10	10
PF3D7_1030900	Pf3D7_10_v3	1251151	1251807	-	657	51	107	27	18
PF3D7_0702700	Pf3D7_07_v3	111473	111545	-	73	0	0	0	0
PF3D7_0815300	Pf3D7_08_v3	721928	725476	+	3549	95	91	74	104
PF3D7_0218400	Pf3D7_02_v3	750049	751737	-	1689	96	121	187	205
PF3D7_1331500	Pf3D7_13_v3	1313924	1315786	+	1863	34	17	55	80
PF3D7_1433200	Pf3D7_14_v3	1304028	1307831	-	3804	2	3	4	6
PF3D7_1417500	Pf3D7_14_v3	726979	728379	-	1401	224	192	289	322
PF3D7_0729800	Pf3D7_07_v3	1264445	1264738	+	294	0	0	0	0
PF3D7_1355900	Pf3D7_13_v3	2216346	2217563	+	1218	239	191	350	392
PF3D7_0627800	Pf3D7_06_v3	1114544	1117537	-	2994	641	708	583	637
PF3D7_1372300	Pf3D7_13_v3	2845767	2846538	+	772	9	16	40	36
PF3D7_1253600	Pf3D7_12_v3	2188760	2189613	+	854	0	0	0	0
PF3D7_0301600	Pf3D7_03_v3	91115	93463	-	2349	231	173	257	338
PF3D7_0106800	Pf3D7_01_v3	286951	288918	+	1968	193	300	260	295
PF3D7_1222900	Pf3D7_12_v3	923527	925198	+	1672	61	42	35	45
PF3D7_0205200	Pf3D7_02_v3	217882	218907	-	1026	6	12	7	7
PF3D7_0826600	Pf3D7_08_v3	1157321	1158151	-	831	68	64	76	89
PF3D7_1413600	Pf3D7_14_v3	538869	540572	+	1704	6	8	3	3
PF3D7_1324900	Pf3D7_13_v3	1041157	1042107	+	951	10073	10013	6232	6410
PF3D7_0324400	Pf3D7_03_v3	1015795	1016942	+	1148	0	0	0	0
PF3D7_1214400	Pf3D7_12_v3	610271	610769	-	499	66	58	49	81
PF3D7_1348700	Pf3D7_13_v3	1955254	1958358	-	3105	6	12	3	10
PF3D7_1149700	Pf3D7_11_v3	2004754	2005011	+	258	0	0	0	0
PF3D7_0825400	Pf3D7_08_v3	1096423	1097363	+	941	74	94	88	94
PF3D7_1410800	Pf3D7_14_v3	433951	435318	+	1368	66	113	58	55
PF3D7_1244700	Pf3D7_12_v3	1871919	1872911	+	993	158	217	199	244
PF3D7_1456500	Pf3D7_14_v3	2314380	2321555	+	7176	234	175	143	205
PF3D7_1118600	Pf3D7_11_v3	705556	707382	-	1827	231	252	164	199
PF3D7_1201400	Pf3D7_12_v3	93581	97146	-	3566	28	26	58	58
PF3D7_1472700	Pf3D7_14_v3	2966749	2969334	+	2586	45	58	98	124
PF3D7_0109500	Pf3D7_01_v3	376294	377004	-	711	111	109	150	150
PF3D7_0607700	Pf3D7_06_v3	320740	328998	+	8259	141	92	100	103
PF3D7_0402000	Pf3D7_04_v3	114601	116058	-	1458	669	405	1385	1674
PF3D7_0824600	Pf3D7_08_v3	1068563	1069902	+	1340	111	159	158	170
PF3D7_0609000	Pf3D7_06_v3	370261	388494	+	18234	281	128	123	160
PF3D7_1334900	Pf3D7_13_v3	1414878	1415018	-	141	25	28	11	17
PF3D7_0725100	Pf3D7_07_v3	1065252	1070240	+	4989	144	139	104	150
PF3D7_1476700	Pf3D7_14_v3	3156976	3158037	+	1062	7	26	14	10
PF3D7_1148000	Pf3D7_11_v3	1909210	1913499	-	4290	230	203	192	228
PF3D7_0516400	Pf3D7_05_v3	681430	682437	-	1008	81	91	93	110
PF3D7_0406900	Pf3D7_04_v3	353655	359878	-	6224	10	6	21	22
PF3D7_1432300	Pf3D7_14_v3	1269368	1274667	-	5300	21	14	8	15
PF3D7_1360500	Pf3D7_13_v3	2413324	2425261	+	11938	50	59	49	72
PF3D7_API06800	Pf3D7_API_v3	34153	34225	+	73	0	0	0	0
PF3D7_1224100	Pf3D7_12_v3	976820	977889	-	1070	974	1272	1514	1814
PF3D7_1446500	Pf3D7_14_v3	1907197	1916202	+	9006	194	99	132	190
PF3D7_0926500	Pf3D7_09_v3	1075915	1081683	-	5769	102	66	176	219
PF3D7_1143000	Pf3D7_11_v3	1717546	1718694	+	1149	74	82	52	69
PF3D7_0818300	Pf3D7_08_v3	833185	835334	+	2150	5	8	3	2
PF3D7_0532300	Pf3D7_05_v3	1308278	1309940	+	1663	498	182	984	1197
PF3D7_1217500	Pf3D7_12_v3	693067	693711	+	645	132	154	125	131
PF3D7_0930100	Pf3D7_09_v3	1191787	1195239	-	3453	127	193	138	195
PF3D7_1027400	Pf3D7_10_v3	1145823	1146795	-	973	185	230	248	222
PF3D7_1473700	Pf3D7_14_v3	2998594	3002355	-	3762	7	4	227	339
PF3D7_1317300	Pf3D7_13_v3	730859	732293	-	1435	300	233	219	258
PF3D7_0729100	Pf3D7_07_v3	1238446	1246188	+	7743	76	59	124	165
PF3D7_1146500	Pf3D7_11_v3	1830464	1831417	+	954	1	1	1	3
PF3D7_0312300	Pf3D7_03_v3	521969	522883	+	915	219	209	110	142
PF3D7_0516800	Pf3D7_05_v3	700120	707256	-	7137	452	354	804	908
PF3D7_1231500	Pf3D7_12_v3	1299608	1300027	+	420	65	77	84	100
PF3D7_1308000	Pf3D7_13_v3	356709	359201	+	2493	175	125	105	152
PF3D7_0107400	Pf3D7_01_v3	302937	303398	+	462	108	181	120	106
PF3D7_0818500	Pf3D7_08_v3	842317	843215	+	899	453	577	756	771
PF3D7_0621900	Pf3D7_06_v3	893450	895780	-	2331	459	314	201	241
PF3D7_1429600	Pf3D7_14_v3	1167144	1167803	+	660	60	64	41	60
PF3D7_1131200	Pf3D7_11_v3	1199253	1201805	+	2553	58	114	37	37
PF3D7_1128200	Pf3D7_11_v3	1097117	1097527	+	411	146	240	241	229
PF3D7_0602400	Pf3D7_06_v3	101385	104561	-	3177	173	176	197	255
PF3D7_0603500	Pf3D7_06_v3	139193	140518	+	1326	227	307	493	457
PF3D7_0805200	Pf3D7_08_v3	290902	291183	+	282	16	31	95	84
PF3D7_0519100	Pf3D7_05_v3	790399	790773	+	375	105	105	129	112
PF3D7_0603300	Pf3D7_06_v3	130329	132038	-	1710	253	199	112	126
PF3D7_1454300	Pf3D7_14_v3	2229284	2231581	+	2298	8	3	3	7
PF3D7_1011900	Pf3D7_10_v3	460335	461993	-	1659	249	380	394	405
PF3D7_1205200	Pf3D7_12_v3	226054	227070	-	1017	8	13	11	14
PF3D7_1149800	Pf3D7_11_v3	2006706	2007829	+	1124	0	0	0	1
PF3D7_1017700	Pf3D7_10_v3	709507	710826	+	1320	11	27	34	33
PF3D7_1318100	Pf3D7_13_v3	748387	748971	-	585	138	157	154	134
malmito_rna_1	Pf_M76611	506	593	-	88	2	3	0	1
PF3D7_0625800	Pf3D7_06_v3	1043546	1045474	+	1929	30	38	38	58
PF3D7_1360700	Pf3D7_13_v3	2426133	2431183	-	5051	366	354	289	308
PF3D7_1328700	Pf3D7_13_v3	1213394	1213615	+	222	6	26	6	3
PF3D7_1322100	Pf3D7_13_v3	920971	929449	+	8479	122	76	143	189
PF3D7_1311700	Pf3D7_13_v3	497534	498013	-	480	127	151	170	199
PF3D7_1032300	Pf3D7_10_v3	1299794	1302409	+	2616	63	53	57	58
PF3D7_1225200	Pf3D7_12_v3	1024455	1028018	-	3564	186	170	127	169
PF3D7_1400300	Pf3D7_14_v3	10974	12117	-	1144	0	0	0	0
PF3D7_1468300	Pf3D7_14_v3	2803593	2804613	+	1021	4	7	8	8
PF3D7_1328000	Pf3D7_13_v3	1174191	1180832	-	6642	181	149	122	125
PF3D7_0618500	Pf3D7_06_v3	774529	775470	+	942	188	276	387	368
PF3D7_0318500	Pf3D7_03_v3	767815	782760	+	14946	27	22	19	15
PF3D7_1240000	Pf3D7_12_v3	1682835	1684460	+	1626	24	24	26	26
PF3D7_1356600	Pf3D7_13_v3	2240970	2242412	-	1443	56	74	141	186
PF3D7_1344200	Pf3D7_13_v3	1769129	1771927	+	2799	639	739	679	793
PF3D7_1108500	Pf3D7_11_v3	367316	368823	+	1508	629	766	616	576
PF3D7_0616600	Pf3D7_06_v3	689254	691131	-	1878	107	140	86	105
PF3D7_0203100	Pf3D7_02_v3	149524	156981	-	7458	10	9	39	41
PF3D7_0625900	Pf3D7_06_v3	1046986	1048052	+	1067	8	8	5	13
PF3D7_1005300	Pf3D7_10_v3	233285	234473	-	1189	4	6	0	5
PF3D7_1428200	Pf3D7_14_v3	1101958	1104387	+	2430	123	146	101	123
PF3D7_0101600	Pf3D7_01_v3	81765	83106	-	1342	0	0	2	1
PF3D7_0200600	Pf3D7_02_v3	45286	46558	-	1273	1	0	0	0
PF3D7_1204500	Pf3D7_12_v3	211517	212356	-	840	203	301	107	126
PF3D7_0413500	Pf3D7_04_v3	615356	616243	+	888	469	684	536	448
PF3D7_1419300	Pf3D7_14_v3	802717	803481	+	765	245	204	184	273
PF3D7_0909500	Pf3D7_09_v3	430578	432047	+	1470	29	30	38	38
PF3D7_0829300	Pf3D7_08_v3	1256555	1257133	+	579	144	154	128	137
PF3D7_0505500	Pf3D7_05_v3	239456	243880	-	4425	825	866	758	908
PF3D7_1248300	Pf3D7_12_v3	1979786	1980199	-	414	47	69	31	29
PF3D7_0819400	Pf3D7_08_v3	878495	880459	+	1965	0	4	1	1
PF3D7_0515600	Pf3D7_05_v3	646659	652106	+	5448	11	23	19	29
PF3D7_1460000	Pf3D7_14_v3	2452470	2453357	+	888	0	2	1	2
PF3D7_1112000	Pf3D7_11_v3	459776	460620	+	845	132	128	86	98
PF3D7_1145200	Pf3D7_11_v3	1789323	1795370	-	6048	197	192	146	169
PF3D7_0624400	Pf3D7_06_v3	990375	992198	-	1824	90	140	183	267
PF3D7_1456600	Pf3D7_14_v3	2321953	2322798	-	846	36	42	55	52
PF3D7_1424900	Pf3D7_14_v3	982154	982228	+	75	0	1	0	0
PF3D7_1334600	Pf3D7_13_v3	1409049	1409945	-	897	72	86	62	86
PF3D7_0833500	Pf3D7_08_v3	1435794	1443449	-	7656	2	1	1	0
PF3D7_1439700	Pf3D7_14_v3	1613853	1615542	-	1690	334	372	344	429
PF3D7_1129900	Pf3D7_11_v3	1156437	1158266	+	1830	192	260	265	251
PF3D7_1123700	Pf3D7_11_v3	938950	939612	+	663	158	196	131	118
PF3D7_1034300	Pf3D7_10_v3	1365099	1366691	+	1593	0	8	8	11
PF3D7_1411000	Pf3D7_14_v3	440541	447773	+	7233	21	12	40	55
PF3D7_0402700	Pf3D7_04_v3	162511	163724	-	1214	1	2	1	2
PF3D7_1136000	Pf3D7_11_v3	1403906	1414512	+	10607	123	98	174	175
PF3D7_0322700	Pf3D7_03_v3	952964	962367	-	9404	108	69	33	51
PF3D7_0101900	Pf3D7_01_v3	90242	91420	-	1179	0	0	0	0
PF3D7_1357800	Pf3D7_13_v3	2291897	2294134	+	2238	1215	1209	913	1091
PF3D7_0629200	Pf3D7_06_v3	1199853	1200995	-	1143	692	859	1141	1296
PF3D7_0221100	Pf3D7_02_v3	851052	851962	+	911	3	0	0	0
PF3D7_1356900	Pf3D7_13_v3	2263199	2264755	-	1557	304	441	264	292
PF3D7_1221600	Pf3D7_12_v3	863810	865186	+	1377	68	90	67	78
PF3D7_1210400	Pf3D7_12_v3	466602	469307	-	2706	121	122	233	247
PF3D7_0829900	Pf3D7_08_v3	1275625	1278795	+	3171	589	686	970	1221
PF3D7_1009700	Pf3D7_10_v3	389504	391165	-	1662	112	132	70	78
PF3D7_1241900	Pf3D7_12_v3	1784380	1786410	+	2031	130	108	212	338
PF3D7_1333500	Pf3D7_13_v3	1371671	1373056	+	1386	55	51	35	34
PF3D7_0809900	Pf3D7_08_v3	508224	512428	-	4205	73	69	203	252
PF3D7_1025300	Pf3D7_10_v3	1057890	1060658	-	2769	25	32	18	32
PF3D7_1112900	Pf3D7_11_v3	487822	490154	-	2333	7	9	1	2
PF3D7_1426100	Pf3D7_14_v3	1018745	1019260	-	516	926	846	345	474
PF3D7_0915700	Pf3D7_09_v3	661481	662326	-	846	101	92	155	153
PF3D7_0902800	Pf3D7_09_v3	121621	125006	-	3386	750	613	1174	1404
PF3D7_0203500	Pf3D7_02_v3	164269	164340	+	72	0	0	0	0
PF3D7_1363500	Pf3D7_13_v3	2547764	2550477	+	2714	69	67	70	96
PF3D7_1248400	Pf3D7_12_v3	1981906	1982763	+	858	2	5	7	6
PF3D7_1220500	Pf3D7_12_v3	818703	819659	-	957	24	34	49	47
PF3D7_0318200	Pf3D7_03_v3	748465	755838	+	7374	1885	1172	1057	1611
PF3D7_1132700	Pf3D7_11_v3	1268455	1269456	+	1002	45	61	95	83
PF3D7_0100600	Pf3D7_01_v3	53778	55006	-	1229	0	0	3	8
PF3D7_1349100	Pf3D7_13_v3	1969769	1970752	-	984	78	145	81	65
PF3D7_0934700	Pf3D7_09_v3	1357411	1359262	+	1852	552	693	1315	1312
PF3D7_0400200	Pf3D7_04_v3	38955	40154	+	1200	0	0	0	0
PF3D7_0404700	Pf3D7_04_v3	260454	263418	-	2965	88	105	85	80
PF3D7_1455100	Pf3D7_14_v3	2251188	2251934	-	747	78	71	88	79
PF3D7_1433900	Pf3D7_14_v3	1360002	1364558	+	4557	42	38	22	21
PF3D7_0509500	Pf3D7_05_v3	401437	402771	+	1335	18	25	14	31
PF3D7_1208300	Pf3D7_12_v3	388545	389147	+	603	414	572	404	405
PF3D7_1111700	Pf3D7_11_v3	452459	454861	-	2403	29	33	21	12
PF3D7_0905900	Pf3D7_09_v3	293585	296617	-	3033	136	118	156	177
PF3D7_0602600	Pf3D7_06_v3	107037	111664	-	4628	149	135	158	208
PF3D7_API04700	Pf3D7_API_v3	22528	23940	-	1413	0	0	0	0
PF3D7_1247100	Pf3D7_12_v3	1949594	1950493	+	900	91	83	44	74
PF3D7_0612700	Pf3D7_06_v3	525987	527030	-	1044	366	446	321	315
PF3D7_1450700	Pf3D7_14_v3	2078488	2080350	+	1863	227	264	511	616
PF3D7_1323000	Pf3D7_13_v3	963661	964690	-	1030	22	77	35	39
PF3D7_1134900	Pf3D7_11_v3	1369619	1371667	+	2049	5	6	7	6
PF3D7_0114800	Pf3D7_01_v3	569485	570272	-	788	2	1	0	2
PF3D7_0730700	Pf3D7_07_v3	1319011	1319082	-	72	1	3	1	0
PF3D7_1239800	Pf3D7_12_v3	1660451	1677754	+	17304	80	38	46	58
PF3D7_1118700	Pf3D7_11_v3	708526	712863	-	4338	94	126	60	83
PF3D7_0502500	Pf3D7_05_v3	114149	115933	+	1785	1	0	0	0
PF3D7_0513900	Pf3D7_05_v3	587752	588677	+	926	48	70	55	61
malmito_rna_20	Pf_M76611	34	71	+	38	0	0	0	0
PF3D7_0814400	Pf3D7_08_v3	695215	697522	-	2308	46	55	46	58
PF3D7_0829000	Pf3D7_08_v3	1245211	1251078	+	5868	98	90	121	158
PF3D7_1438100	Pf3D7_14_v3	1541359	1542872	-	1514	610	737	677	812
PF3D7_0515500	Pf3D7_05_v3	641137	644685	-	3549	34	35	22	19
PF3D7_1115100	Pf3D7_11_v3	571007	573306	-	2300	27	49	20	16
PF3D7_1206400	Pf3D7_12_v3	290836	291876	+	1041	4	1	0	0
PF3D7_0731600	Pf3D7_07_v3	1368161	1370596	+	2436	2270	2051	3002	3917
PF3D7_0729600	Pf3D7_07_v3	1258787	1259730	+	944	157	129	178	194
PF3D7_1255100	Pf3D7_12_v3	2238210	2239417	+	1208	0	0	0	3
PF3D7_0701400	Pf3D7_07_v3	65718	66854	-	1137	0	0	0	2
PF3D7_1216800	Pf3D7_12_v3	666884	666955	+	72	2	2	0	4
PF3D7_API01300	Pf3D7_API_v3	1667	2239	+	573	0	0	0	0
PF3D7_1329700	Pf3D7_13_v3	1261345	1262943	-	1599	3	9	10	12
PF3D7_1461400	Pf3D7_14_v3	2493400	2494762	-	1363	29	46	112	119
PF3D7_1114100	Pf3D7_11_v3	539903	541387	+	1485	330	499	742	739
PF3D7_1304700	Pf3D7_13_v3	241657	243192	+	1536	32	65	69	59
PF3D7_0515800	Pf3D7_05_v3	658423	658677	-	255	86	112	75	69
PF3D7_1441800	Pf3D7_14_v3	1702609	1703809	-	1201	126	164	114	136
PF3D7_0620500	Pf3D7_06_v3	855160	857112	+	1953	96	75	80	102
PF3D7_1471100	Pf3D7_14_v3	2905163	2906565	-	1403	3468	2755	2620	2887
PF3D7_0608310	Pf3D7_06_v3	348010	349371	+	1362	92	59	39	46
PF3D7_0315300	Pf3D7_03_v3	623446	630360	+	6915	20	24	24	26
PF3D7_0321000	Pf3D7_03_v3	877735	879511	+	1777	121	168	295	320
PF3D7_1460200	Pf3D7_14_v3	2456879	2457802	-	924	68	85	68	92
PF3D7_1317500	Pf3D7_13_v3	734604	734873	-	270	41	57	13	18
PF3D7_0608300	Pf3D7_06_v3	343212	347507	+	4296	61	50	26	49
PF3D7_1473000	Pf3D7_14_v3	2975115	2975492	-	378	0	0	1	0
PF3D7_1201900	Pf3D7_12_v3	107338	108202	-	865	113	150	110	134
PF3D7_1471700	Pf3D7_14_v3	2929823	2931547	+	1725	1	2	2	4
PF3D7_0712300	Pf3D7_07_v3	542906	550520	-	7615	2	0	5	2
PF3D7_0517500	Pf3D7_05_v3	735887	738400	-	2514	4	5	30	28
PF3D7_0727300	Pf3D7_07_v3	1159700	1161820	-	2121	126	134	204	193
PF3D7_1313100	Pf3D7_13_v3	556285	565251	+	8967	2	0	6	6
PF3D7_1424400	Pf3D7_14_v3	977908	979166	+	1259	3941	4138	1707	1651
PF3D7_0715200	Pf3D7_07_v3	676061	682681	-	6621	185	154	228	317
PF3D7_0403700	Pf3D7_04_v3	206228	209394	-	3167	249	228	370	424
PF3D7_1138800	Pf3D7_11_v3	1533252	1539856	-	6605	138	144	136	176
PF3D7_0620900	Pf3D7_06_v3	861685	861765	-	81	0	0	0	4
PF3D7_0801400	Pf3D7_08_v3	104525	104888	-	364	0	1	1	2
PF3D7_1103100	Pf3D7_11_v3	140048	140801	-	754	2262	2278	1642	1641
PF3D7_1328500	Pf3D7_13_v3	1204186	1207200	-	3015	188	197	507	591
PF3D7_0703800	Pf3D7_07_v3	149804	152980	+	3177	3	0	6	6
PF3D7_1315300	Pf3D7_13_v3	644714	646392	+	1679	61	74	87	97
PF3D7_0202000	Pf3D7_02_v3	103385	105796	-	2412	0	0	0	0
PF3D7_0410200	Pf3D7_04_v3	469858	469930	-	73	0	0	0	0
PF3D7_1212400	Pf3D7_12_v3	549888	550910	+	1023	63	76	102	141
PF3D7_0617500	Pf3D7_06_v3	735368	736327	+	960	3	1	2	0
PF3D7_0708800	Pf3D7_07_v3	395711	398332	+	2622	2051	1725	2201	2323
PF3D7_0604300	Pf3D7_06_v3	182216	184537	+	2322	206	237	204	222
PF3D7_1323400	Pf3D7_13_v3	971847	973036	-	1190	2482	3093	1461	1622
PF3D7_1121700	Pf3D7_11_v3	820073	822520	+	2448	115	107	205	231
PF3D7_1326200	Pf3D7_13_v3	1090329	1091327	-	999	94	138	79	70
PF3D7_1200500	Pf3D7_12_v3	43800	45106	-	1307	0	0	0	0
PF3D7_1112100	Pf3D7_11_v3	462290	469672	+	7383	211	240	207	302
PF3D7_1359900	Pf3D7_13_v3	2395974	2402354	+	6381	46	49	94	105
PF3D7_1437200	Pf3D7_14_v3	1507359	1510089	-	2731	1688	1781	1823	2041
PF3D7_1404300	Pf3D7_14_v3	150000	150608	+	609	0	3	35	39
PF3D7_0711700	Pf3D7_07_v3	511950	519425	-	7476	1	2	1	6
PF3D7_0714900	Pf3D7_07_v3	672735	672816	-	82	0	0	0	0
PF3D7_1109800	Pf3D7_11_v3	395252	395336	-	85	0	0	0	0
PF3D7_0512200	Pf3D7_05_v3	529934	531901	-	1968	102	75	100	136
PF3D7_1419800	Pf3D7_14_v3	822423	824340	-	1918	343	405	459	456
PF3D7_0507700	Pf3D7_05_v3	316766	318361	-	1596	305	270	199	227
PF3D7_1442800	Pf3D7_14_v3	1750209	1751417	-	1209	4	2	0	2
PF3D7_1364500	Pf3D7_13_v3	2596389	2597822	+	1434	87	72	68	113
PF3D7_0206800	Pf3D7_02_v3	273689	274507	-	819	588	473	396	379
PF3D7_0722500	Pf3D7_07_v3	956920	958017	-	1098	169	230	302	337
